experiment_id,measurement_type,x,value
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,1.0,0.9802058139929
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,249.0,0.9633541902532003
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,499.0,0.9247631761843248
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,749.0,0.8805160419183518
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,999.0,0.8355004501704435
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,1249.0,0.7926144555698558
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,1499.0,0.7553130663041824
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,1749.0,0.7148398988043366
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,1999.0,0.683223309196437
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,2249.0,0.6616879747905584
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,2499.0,0.6441323719199119
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,2749.0,0.6289712085063431
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,2999.0,0.6156502781016224
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,3249.0,0.6088847263015646
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,3499.0,0.6040168213958694
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,3749.0,0.6002782911200775
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,3999.0,0.5988843394324529
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,4249.0,0.5957052720662934
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,4499.0,0.5951574664351048
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,4749.0,0.5940284102690252
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,4999.0,0.5919750540484386
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,5249.0,0.5912191512278152
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,5499.0,0.5909297601438956
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,5749.0,0.5906565150601681
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,5999.0,0.5904363714737314
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,6249.0,0.590371891760608
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,6499.0,0.5903029654009415
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,6749.0,0.5902455550007929
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,6999.0,0.5901914009893442
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,7249.0,0.5901841304438319
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,7499.0,0.5901272513556038
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,7749.0,0.5901108457221447
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,7999.0,0.590047310034612
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,8249.0,0.5900002458037674
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,8499.0,0.589958880903847
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,8749.0,0.5899443791834299
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,8999.0,0.58987610501561
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,9249.0,0.5898759473068873
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,9499.0,0.5898564237843874
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,9749.0,0.5898377471162453
8d79e2ac-25ce-4deb-90ad-386b65efa137,SPREAD,9999.0,0.5898335828943058
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,1.0,0.0818257470320091
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,249.0,0.0771407402892206
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,499.0,0.0727201532142697
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,749.0,0.068816194593281
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,999.0,0.0654006674954999
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,1249.0,0.0625692865747554
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,1499.0,0.0603877614711136
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,1749.0,0.0590329858268261
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,1999.0,0.058104237629994
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,2249.0,0.0575234092024486
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,2499.0,0.0572722597523926
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,2749.0,0.0571573447390634
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,2999.0,0.0570653126935073
8d79e2ac-25ce-4deb-90ad-386b65efa137,DISPERSION,3249.0,0.0570275438808873
