experiment_id,measurement_type,x,value,timestamp_x,run_time,config_id,experiment_tags,simulation_type,num_of_agents,num_iterations,mio,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp_y,audit_every_x_iterations
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,1.0,0.980577476184416,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,249.0,0.959933000446166,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,499.0,0.941999539703664,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,749.0,0.9126244592463738,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,999.0,0.8773010187275176,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,1249.0,0.8429870775378971,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,1499.0,0.8050831083188335,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,1749.0,0.7665024036521562,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,1999.0,0.7343512971012214,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
18b0e492-5789-4997-ad73-675207d5e958,SPREAD,2249.0,0.700899434959188,1672215351,45,11a0452e-7757-4717-9923-c5543057c0e6,[],SIMILARITY,100,10000,0.2,40,10,0.005,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672215345498,250.0
