config_id,simulation_type,num_of_agents,num_iterations,mio,mio_dist_type,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp,audit_every_x_iterations
77c6d79e-832c-4af5-9f8d-56c942c5f53c,REPULSIVE,100,10000,2.0,UP,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
4b0a3382-2986-4479-82d2-0dbf31ff48ac,REPULSIVE,100,10000,2.0,DOWN,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
bc105403-210a-4651-908c-34cc038d42b6,REPULSIVE,100,10000,2.5,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
d016a282-60a5-4b79-bb8c-894d44d0b8a0,REPULSIVE,100,10000,2.5,UNIFORM,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
a650279f-e423-4227-8705-5fbac68556ef,REPULSIVE,100,10000,2.5,UP,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
dc2d361d-33c1-478a-ad83-d3615d16bfca,REPULSIVE,100,10000,2.5,DOWN,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
dce70e3b-c6cc-4c90-b8bb-2aa0e9218b33,REPULSIVE,100,10000,3.0,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
b317ad43-47cd-43be-b79d-0871d18043bb,REPULSIVE,100,10000,3.0,UNIFORM,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
1825225b-0f7a-45da-aac2-5dbea4b4e3e3,REPULSIVE,100,10000,3.0,UP,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
0b3ba17b-1606-4eaf-b901-3ffa44ce91b5,REPULSIVE,100,10000,3.0,DOWN,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
33b374bf-0133-4ac6-8beb-79fd954db687,REPULSIVE,100,10000,3.5,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
c2e1912a-ef84-464a-81ce-95a4f90ee9a8,REPULSIVE,100,10000,3.5,UNIFORM,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
210e8120-b98e-437b-813d-c27f5ed4c331,REPULSIVE,100,10000,3.5,UP,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
1a853b7f-dd35-4ad7-874a-3bd6cdd493a4,REPULSIVE,100,10000,3.5,DOWN,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
25229cc7-0b8a-4604-9bc1-fecd017f8686,REPULSIVE,100,10000,4.0,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
19e2a3a5-f737-45c0-8b6d-604014cb87f4,REPULSIVE,100,10000,4.0,UNIFORM,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
639f01c6-a643-48e7-8208-a128aee336a8,REPULSIVE,100,10000,4.0,UP,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
60dc820b-81bb-47af-9b2d-4d9075bf673e,REPULSIVE,100,10000,4.0,DOWN,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
