experiment_id,measurement_type,x,value,timestamp_x,run_time,config_id,experiment_tags,simulation_type,num_of_agents,num_iterations,mio,mio_dist_type,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp_y,audit_every_x_iterations
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,3999.0,0.6164906077312047,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,4249.0,0.615658178251305,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,4499.0,0.61466936163393,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,4749.0,0.6140227322300028,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,4999.0,0.6137949974645462,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,5249.0,0.6136855515009161,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,5499.0,0.6131009497077204,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,5749.0,0.6124135201403631,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,5999.0,0.6123357155452211,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,6249.0,0.6122980658866762,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,6499.0,0.6118868388610677,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,6749.0,0.611764835710386,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,6999.0,0.6116399759686821,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,7249.0,0.6116372852207494,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,7499.0,0.6115840822023564,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,7749.0,0.6115462657512507,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,7999.0,0.6114495469640904,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,8249.0,0.6109564538812713,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,8499.0,0.6109409645483105,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,8749.0,0.6104984059902775,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,8999.0,0.610464278260564,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,9249.0,0.6104541409427904,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,9499.0,0.6103655705093137,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,9749.0,0.6102777355586526,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,SPREAD,9999.0,0.6102252941859362,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,1.0,0.0779527961179901,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,249.0,0.0725006981222831,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,499.0,0.0671723774549424,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,749.0,0.062435000066971,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,999.0,0.0586864862134575,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,1249.0,0.0561448821480204,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,1499.0,0.0546006889880994,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,1749.0,0.053632960807301,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,1999.0,0.0529724605507238,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,2249.0,0.0525090796473867,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,2499.0,0.0523689154419877,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,2749.0,0.0523088176878711,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,2999.0,0.0522863890755011,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,3249.0,0.0522790803475239,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,3499.0,0.0522764676986712,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,3749.0,0.0522754244274622,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,3999.0,0.0522749250919879,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,4249.0,0.0522746582313444,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,4499.0,0.0522737997330084,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,4749.0,0.052273526740061,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,4999.0,0.0522732060601908,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,5249.0,0.0522731178073199,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,5499.0,0.0522727056115125,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,5749.0,0.0522724772580547,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,5999.0,0.0522716137505167,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,6249.0,0.0522715448558694,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,6499.0,0.0522714309796777,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,6749.0,0.0522714002426766,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,6999.0,0.0522713830948819,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,7249.0,0.0522713465578383,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,7499.0,0.0522713400846484,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,7749.0,0.0522713310633118,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,7999.0,0.0522713122265834,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,8249.0,0.052270930795156,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,8499.0,0.052270746992769,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,8749.0,0.0522704998227726,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,8999.0,0.0522704948211794,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,9249.0,0.052270491649603,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,9499.0,0.0522704654344208,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,9749.0,0.0522704563236965,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,DISPERSION,9999.0,0.0522704531064956,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,COVERED_BINS,1.0,1.0,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,COVERED_BINS,249.0,0.9975,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
43825673-afa7-4481-99da-6dcb6688303a,COVERED_BINS,499.0,0.9925,1674926180,44,0a59b2de-4f5a-4e29-b949-01c74730222c,[],SIMILARITY,100,10000,0.4,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1674926172767,250.0
