config_id,simulation_type,num_of_agents,num_iterations,mio,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp,audit_every_x_iterations
228cfcaa-7220-4323-8fb8-bb627d50d74c,SIMILARITY,100,10000,0.2,40,NULL,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
d6869fc5-ba72-43ee-b973-d8fef026e460,SIMILARITY,100,10000,0.2,40,200.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
e1443972-3bce-4ee5-80cc-8c27b443d691,SIMILARITY,100,10000,0.2,40,100.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
925bd697-792c-4f91-bfcd-5ac456eef5ac,SIMILARITY,100,10000,0.2,40,75.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
0c962c76-9bb6-4801-b7fe-bb44da22301b,SIMILARITY,100,10000,0.2,40,50.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
59a40126-fe59-4f34-b4ac-8e36e4c707d1,SIMILARITY,100,10000,0.2,40,25.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
a6d835f7-fd1c-46c0-b241-9e74fff5cc90,SIMILARITY,100,10000,0.2,40,10.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
8a36cd1f-8507-4344-aa75-3e2acda439b2,SIMILARITY,100,10000,0.2,40,5.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
1518318a-3f0e-4f60-a5d5-cd2a65957d6e,SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
978fa92e-d7be-4fb0-9ba4-a7f46c68ae98,REPULSIVE,100,10000,0.2,40,NULL,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
997965b5-d1b6-4a08-8395-e18f96837d2f,REPULSIVE,100,10000,0.2,40,200.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
a4effe64-6c87-4355-b974-497bd037c6f8,REPULSIVE,100,10000,0.2,40,100.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
10919a79-f1f7-49d7-a342-bd85d5537d74,REPULSIVE,100,10000,0.2,40,75.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
981e0eee-be7a-4153-8800-79cc1fef6089,REPULSIVE,100,10000,0.2,40,50.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6dd6f55f-468e-4daa-b1bc-29e3e6b3433a,REPULSIVE,100,10000,0.2,40,25.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6a9d71c2-5ec6-40ad-8a44-c6a944c03473,REPULSIVE,100,10000,0.2,40,10.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
d0764ded-872b-4279-9b22-992661e6b939,REPULSIVE,100,10000,0.2,40,5.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
d8c54787-dfd2-4750-ad58-2969f370eee2,REPULSIVE,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
