experiment_id,measurement_type,x,value,timestamp_x,run_time,config_id,experiment_tags,simulation_type,num_of_agents,num_iterations,mio,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp_y,audit_every_x_iterations
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,1.0,0.9809289735337277,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,249.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,499.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,749.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,999.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,1249.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,1499.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,1749.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,1999.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
6b5bb8ce-6e20-457f-a5f0-3449a9afdc8f,SPREAD,2249.0,0.9998,1672046850,42,1518318a-3f0e-4f60-a5d5-cd2a65957d6e,[],SIMILARITY,100,10000,0.2,40,2.0,0.2,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1672046843418,250.0
